City	Population	Latitude	Longitude	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To
Chicoutimi-jonquiere	109800	48.43	-71.08	48.4322536782884	-71.0625611681026	782	1000	2408.21123904316	2016-11-26 00:11:35	-81.2341982717407	42.9714053521622
Toronto	4551800	43.65	-79.38	43.6474101302599	-79.3773408804835	623	198	4539.94399942458	2016-11-26 00:11:36	-73.4204649770364	45.5179086741719
Montreal	3256300	45.52	-73.57	45.5236105918923	-73.4477478348841	845	201	3107.43043938419	2016-11-26 00:11:37	-114.061275537518	51.0428402025868
Red deer	71800	52.27	-113.83	52.2662463991155	-113.821488709341	673	725	4680.1173492684	2016-11-26 00:11:38	-73.6290317211621	45.5159284959412
Chatham	45100	42.41	-82.19	42.4150597442193	-84.23180130648	591	712	511.518718849402	2016-11-26 00:11:39	-82.389533024739	42.9896995024588
Calgary	938300	51.05	-114.06	51.0443861829334	-114.066517517906	934	114	885.801125539001	2016-11-26 00:11:40	-123.114154644035	49.2793061994903
Beloeil	42900	45.55	-73.23	45.5465893495956	-72.7243870415898	131	653	3565.59128892841	2016-11-26 00:11:41	-71.2271994272631	46.8141306152782
Halifax	268900	44.67	-63.61	44.6746755426615	-63.6071857636136	894	180	440.195511258207	2016-11-26 00:11:42	-79.3748840052182	43.6498953934874
Thetford mines	21900	46.1	-71.31	46.0977639339102	-71.3045300375142	206	485	2757.23085695645	2016-11-26 00:11:43	-114.06208401519	51.0462373145489
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	169	312	4553.2546046772	2016-11-26 00:11:44	-73.7824484843134	45.525183301288
Corner brook	19000	48.96	-57.96	48.9631821442323	-57.9636211059737	845	739	4286.29511077888	2016-11-26 00:11:45	-114.061275537518	51.0428402025868
Kanata	79300	45.34	-75.88	45.3434717708817	-75.8590968369801	651	132	1239.52356162481	2016-11-26 00:11:46	-71.9544395511521	45.4024081399717
Toronto	4551800	43.65	-79.38	43.6535625519721	-79.3735485931107	479	263	1065.07083196193	2016-11-26 00:11:47	-75.7279622217996	45.4229147537272
Ottawa	863000	45.42	-75.71	45.4158183223895	-75.7216596709065	853	451	3439.74337697728	2016-11-26 00:11:48	-75.6721878582828	45.4223072565008
Toronto	4551800	43.65	-79.38	43.6520541214873	-79.3825436627013	445	517	3231.69738651486	2016-11-26 00:11:49	-123.137062424736	49.277011966001
Kitchener	403800	43.46	-80.5	43.4669875096526	-80.5026885913665	933	396	3164.20004058164	2016-11-26 00:11:50	-113.542458484053	53.5758084923746
Kitchener	403800	43.46	-80.5	43.4659143517877	-80.4968941429606	739	553	2762.38468406955	2016-11-26 00:11:51	-57.9636211059737	48.9631821442323
Toronto	4551800	43.65	-79.38	43.6458096271866	-79.3827696194813	737	76	4268.64822179778	2016-11-26 00:11:52	-123.390283306404	48.4319585195173
Calgary	938300	51.05	-114.06	51.0550617494137	-114.052014821407	70	890	3756.1157871387	2016-11-26 00:11:53	-73.5194531493774	45.5254043822907
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	121	233	1017.52124588238	2016-11-26 00:11:54	-79.3730338301631	43.646265296884
Montreal	3256300	45.52	-73.57	45.5130752745299	-73.4211785451787	671	162	131.175717664883	2016-11-26 00:11:55	-75.7049575492227	45.4164157534918
Ottawa	863000	45.42	-75.71	45.4199508911189	-75.7658742175999	801	577	4290.86694715079	2016-11-26 00:11:56	-123.356537434155	48.4261532902786
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	284	696	4635.30441371258	2016-11-26 00:11:57	-124.999054165083	49.6965912321383
Montreal	3256300	45.52	-73.57	45.5124546965087	-73.5035111694137	93	248	326.461471000221	2016-11-26 00:11:58	-74.7335004800211	45.0344232470638
Toronto	4551800	43.65	-79.38	43.6469644569897	-79.3775788387258	801	94	997.576225548983	2016-11-26 00:11:59	-123.356537434155	48.4261532902786
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	337	385	464.551654818933	2016-11-26 00:12:00	-113.541004661256	53.5781258407973
Toronto	4551800	43.65	-79.38	43.6548213495969	-79.385147458281	628	311	1915.31728196424	2016-11-26 00:12:01	-79.382934949375	43.645290978056
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	756	312	1873.82138222456	2016-11-26 00:12:02	-73.637056296529	45.5203728593001
Sudbury	108300	46.49	-81.01	46.4879331850644	-81.0108854635042	93	541	3825.90584761929	2016-11-26 00:12:03	-74.7335004800211	45.0344232470638
Edmonton	812400	53.57	-113.54	53.5750293251997	-113.543828854564	897	504	1647.01285418123	2016-11-26 00:12:04	-97.1659652918991	49.8831010722837
Montreal	3256300	45.52	-73.57	45.5221415656158	-73.553904920256	689	971	577.962497377302	2016-11-26 00:12:05	-97.1643099899589	49.8755433303913
Brantford	88300	43.15	-80.26	43.1433929055876	-80.2607994143808	621	956	3007.19018689124	2016-11-26 00:12:06	-71.225338844529	46.8130617410044
Halifax	268900	44.67	-63.61	44.6698258897738	-63.6024620638574	477	810	3480.51655968884	2016-11-26 00:12:07	-74.1115378930697	45.2575163970187
Courtenay	32800	49.69	-125	49.6850567860494	-124.993941716775	702	287	557.370107772294	2016-11-26 00:12:08	-79.6833548835458	44.3866848810979
Gatineau	235000	45.42	-75.71	45.419394576982	-75.6980027987148	927	443	4324.74815262249	2016-11-26 00:12:09	-79.3761660009115	43.6568698295991
Vancouver	1836500	49.28	-123.13	49.2795180624485	-123.119749186348	926	117	4782.26543618366	2016-11-26 00:12:10	-123.114775501678	49.2798924964529
Brantford	88300	43.15	-80.26	43.1451989281167	-80.2552846446229	748	678	2604.62709116982	2016-11-26 00:12:11	-73.1450693427791	46.042252946396
Vancouver	1836500	49.28	-123.13	49.2866952735909	-123.125244829914	188	530	1716.37616493972	2016-11-26 00:12:12	-79.3725288299431	43.64479530633
Saint john's	115400	47.58	-52.69	47.5753995722881	-52.6921029899011	56	788	4722.15582384961	2016-11-26 00:12:13	-79.3786006622004	43.6492910849538
Toronto	4551800	43.65	-79.38	43.6511083157794	-79.3824465108981	676	903	2258.79140549805	2016-11-26 00:12:14	-63.6190420064782	44.6682625286114
Vancouver	1836500	49.28	-123.13	49.2823109010397	-123.138556131681	421	941	3438.63322355319	2016-11-26 00:12:15	-73.4376482691585	45.5232275355634
Victoria	289400	48.43	-123.37	48.4322375506182	-123.372791980751	25	774	2675.80912645208	2016-11-26 00:12:16	-123.133345699805	49.2739727446637
Winnipeg	637900	49.88	-97.17	49.8769498825414	-97.1729694461953	317	851	2324.89960489329	2016-11-26 00:12:17	-75.8811462086028	45.3475771344636
Vancouver	1836500	49.28	-123.13	49.2823109010397	-123.138556131681	649	941	3348.33296253346	2016-11-26 00:12:18	-73.5382787901793	45.528428860127
London	346900	42.97	-81.24	42.9662005173312	-81.2419699392737	465	476	1120.43584526982	2016-11-26 00:12:19	-80.9793044592839	43.3613181978588
Halifax	268900	44.67	-63.61	44.670852386352	-63.6015115786124	274	873	1990.58113100473	2016-11-26 00:12:20	-73.7396882893347	45.5266157806382
Hamilton	645100	43.26	-79.85	43.2620548936504	-79.8577463955421	562	397	3419.88191835117	2016-11-26 00:12:21	-123.131255985603	49.2880525339885
Saint catharines-niagara	312700	43.18	-79.24	43.1788138645836	-79.2328081693999	84	322	926.948808855377	2016-11-26 00:12:22	-72.5727852006395	46.3480085504568
Montreal	3256300	45.52	-73.57	45.5149932989243	-73.5775211020605	417	141	349.837558961008	2016-11-26 00:12:23	-80.508614278981	43.4612176603898
Corner brook	19000	48.96	-57.96	48.9631821442323	-57.9636211059737	580	739	2606.09194043791	2016-11-26 00:12:24	-110.686661054187	50.0375372102169
Toronto	4551800	43.65	-79.38	43.6469644569897	-79.3775788387258	999	94	3559.4822324696	2016-11-26 00:12:25	-73.7482481549811	45.5138273233821
Toronto	4551800	43.65	-79.38	43.6501294931957	-79.3836037268117	846	37	2382.45467507513	2016-11-26 00:12:26	-79.2441578373015	43.1757642014557
Airdrie	22500	51.3	-114.02	51.2981030691276	-114.009179826101	636	258	1930.5309018353	2016-11-26 00:12:27	-75.7050917276257	45.4147996313283
Nanaimo	81200	49.21	-123.97	49.2082288386475	-123.953673240362	216	126	1967.34751423355	2016-11-26 00:12:28	-79.6826107141655	44.3885502132494
Toronto	4551800	43.65	-79.38	43.6474101302599	-79.3773408804835	257	198	109.016456152312	2016-11-26 00:12:29	-71.911084757142	45.3959423456147
Alma	29100	48.55	-71.66	48.5444921658792	-71.6575631273781	469	123	1606.03864000877	2016-11-26 00:12:30	-79.3819059697594	43.6484314193308
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	636	312	3741.27670475282	2016-11-26 00:12:31	-75.7050917276257	45.4147996313283
Vancouver	1836500	49.28	-123.13	49.274672917341	-123.127174138066	284	880	2347.01240059221	2016-11-26 00:12:32	-124.999054165083	49.6965912321383
Saskatoon	195000	52.15	-106.66	52.1443130628378	-106.647378175737	516	308	1265.08839835878	2016-11-26 00:12:33	-114.05621180135	51.0420669599499
Ottawa	863000	45.42	-75.71	45.4181261816582	-75.6721481061433	377	554	222.404567722697	2016-11-26 00:12:34	-97.1629976469475	49.8742276471612
Corner brook	19000	48.96	-57.96	48.9631821442323	-57.9636211059737	340	739	3121.39071201673	2016-11-26 00:12:35	-79.386431195291	43.6527411465519
Ottawa	863000	45.42	-75.71	45.4164157534918	-75.7049575492227	793	671	4473.29478914617	2016-11-26 00:12:36	-75.6603510082566	45.4240484719674
Vancouver	1836500	49.28	-123.13	49.274672917341	-123.127174138066	391	880	1042.98093667021	2016-11-26 00:12:37	-78.8687687782311	43.8901205024487
Winnipeg	637900	49.88	-97.17	49.8796017144065	-97.1756498622904	374	292	1416.78488735342	2016-11-26 00:12:38	-79.3803817353514	43.64386969866
Montreal	3256300	45.52	-73.57	45.5201377322458	-73.442736256976	892	909	4381.29655916709	2016-11-26 00:12:39	-71.2302857303606	46.8281108411609
Chicoutimi-jonquiere	109800	48.43	-71.08	48.4243364450043	-71.0844741362204	382	665	700.364458165132	2016-11-26 00:12:40	-105.747536304193	53.2067992915725
Toronto	4551800	43.65	-79.38	43.6476378652979	-79.3748426688503	652	212	447.328468319029	2016-11-26 00:12:41	-73.5251013202936	45.5226729918707
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	597	233	4245.1249707723	2016-11-26 00:12:42	-79.3794888712139	43.6577366159956
Montreal	3256300	45.52	-73.57	45.5163717226289	-73.6431899899118	451	882	1825.86679086089	2016-11-26 00:12:43	-75.7216596709065	45.4158183223895
Courtenay	32800	49.69	-125	49.6850567860494	-124.993941716775	4	287	4614.76807536092	2016-11-26 00:12:44	-78.6810170883825	43.9028164633957
Toronto	4551800	43.65	-79.38	43.6509501029985	-79.3735481655978	5	425	945.194889814593	2016-11-26 00:12:45	-123.120842628588	49.282783686157
Lethbridge	70100	49.69	-112.83	49.6950347198312	-112.823165347374	383	612	4456.58553411486	2016-11-26 00:12:46	-78.864851166118	43.8970049788423
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	990	233	274.78870867053	2016-11-26 00:12:47	-80.2593131164334	43.1528285812876
Windsor	274400	42.3	-83.03	42.305513485147	-83.0294505475158	154	761	1533.36290348088	2016-11-26 00:12:48	-74.7463618769782	45.0312831850045
Toronto	4551800	43.65	-79.38	43.6549988226544	-79.3855375617017	753	868	4743.20837910054	2016-11-26 00:12:49	-79.3861900915676	43.6492437267112
Montreal	3256300	45.52	-73.57	45.5124546965087	-73.5035111694137	891	248	1827.71208769409	2016-11-26 00:12:50	-79.3766820149103	43.6571808399365
Vancouver	1836500	49.28	-123.13	49.2751178515384	-123.127598215544	368	989	4698.53686940623	2016-11-26 00:12:51	-82.4157578287639	42.9876253902029
Montreal	3256300	45.52	-73.57	45.5208300854575	-73.5409152621059	431	372	4380.44083768036	2016-11-26 00:12:52	-79.3818101745536	43.6470518985733
Hamilton	645100	43.26	-79.85	43.2664438145881	-79.8537818552588	691	939	3481.36611639056	2016-11-26 00:12:53	-79.3782167952456	43.6420710610213
Toronto	4551800	43.65	-79.38	43.6531238851264	-79.3853501634865	547	16	4127.58886937518	2016-11-26 00:12:54	-79.8440334405708	43.2662192258508
Shawinigan	49000	46.56	-72.75	46.5663844408664	-72.7491385910623	644	869	3019.1238368745	2016-11-26 00:12:55	-97.1748248264516	49.8758787284899
Abbotsford	139900	49.06	-122.3	49.0570691968297	-122.290378822743	819	824	4432.21714165993	2016-11-26 00:12:56	-79.3828962262542	43.656822347332
Montreal	3256300	45.52	-73.57	45.5201377322458	-73.442736256976	240	909	511.8229692569	2016-11-26 00:12:57	-113.830959278772	52.2676593499224
Brantford	88300	43.15	-80.26	43.1433929055876	-80.2607994143808	595	956	4950.33493838273	2016-11-26 00:12:58	-79.3834419843508	43.6512503792768
Halifax	268900	44.67	-63.61	44.6769154749618	-63.606320644588	967	608	1191.74825958908	2016-11-26 00:12:59	-113.543131993815	53.5686520036068
Montreal	3256300	45.52	-73.57	45.514376072364	-73.4724751513534	708	713	2016.77521606907	2016-11-26 00:13:00	-82.40665522267	42.9931051810447
Vancouver	1836500	49.28	-123.13	49.2824725462234	-123.134219364023	694	889	3786.79965550546	2016-11-26 00:13:01	-123.970583063385	49.2154174009123
Montreal	3256300	45.52	-73.57	45.5167862665766	-73.317693698461	244	267	717.831088555977	2016-11-26 00:13:02	-73.4407611108816	45.5214233125262
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	583	862	4908.91325809062	2016-11-26 00:13:03	-78.8637510917147	43.8881846030181
Kanata	79300	45.34	-75.88	45.3343526390851	-75.8489395597086	323	872	1904.75551850395	2016-11-26 00:13:04	-123.134347205453	49.2743454567276
Montreal	3256300	45.52	-73.57	45.5134506115448	-73.4441256242923	914	310	3965.82369829994	2016-11-26 00:13:05	-114.062058066486	51.0479572183283
Montreal	3256300	45.52	-73.57	45.5222433783059	-73.5202919654195	363	536	3681.81735564722	2016-11-26 00:13:06	-119.451322759349	49.8869269974412
Fredericton	52800	45.96	-66.66	45.9684456913532	-66.6596647421549	952	800	4110.00215648673	2016-11-26 00:13:07	-79.8547981770736	43.2679626318115
Calgary	938300	51.05	-114.06	51.0465954732185	-114.054560549729	872	804	4737.38054932328	2016-11-26 00:13:08	-75.8489395597086	45.3343526390851
Montreal	3256300	45.52	-73.57	45.5236105918923	-73.4477478348841	529	201	3863.04248024244	2016-11-26 00:13:09	-75.6544010965042	45.4232596673969
Edmonton	812400	53.57	-113.54	53.5722717951612	-113.531675141205	747	352	1336.4413626492	2016-11-26 00:13:10	-123.131991571821	49.2860727829188
Vancouver	1836500	49.28	-123.13	49.2751178515384	-123.127598215544	58	989	3630.71503934916	2016-11-26 00:13:11	-71.2248130602207	46.8211501681914
Toronto	4551800	43.65	-79.38	43.6458297118439	-79.3801766222559	564	462	1162.91490432341	2016-11-26 00:13:12	-73.4315676694103	45.520617211707
Airdrie	22500	51.3	-114.02	51.2981030691276	-114.009179826101	490	258	4959.98782997485	2016-11-26 00:13:13	-79.680412018319	44.3780989910493
Winnipeg	637900	49.88	-97.17	49.8742276471612	-97.1629976469475	206	377	1612.31803077972	2016-11-26 00:13:14	-114.06208401519	51.0462373145489
Vancouver	1836500	49.28	-123.13	49.2790342785336	-123.117168144689	108	19	3695.37978239823	2016-11-26 00:13:15	-122.305141960589	49.0553001880825
Vancouver	1836500	49.28	-123.13	49.2778873511651	-123.138159009598	876	251	2873.75198164955	2016-11-26 00:13:16	-79.3750175364084	43.6534587069917
Montreal	3256300	45.52	-73.57	45.51947791579	-73.7410188229638	478	514	3304.8393854755	2016-11-26 00:13:17	-79.3791470863805	43.6543075726087
Montreal	3256300	45.52	-73.57	45.5142854415162	-73.5139577927667	725	297	3331.59910022514	2016-11-26 00:13:18	-113.821488709341	52.2662463991155
Montreal	3256300	45.52	-73.57	45.5241323668883	-73.3394977333315	949	3	4708.27067192877	2016-11-26 00:13:19	-123.12752487951	49.2730293596852
Val-d'or	25300	48.11	-77.79	48.1051159527909	-77.7764494179848	443	823	2313.8756658067	2016-11-26 00:13:20	-75.6980027987148	45.419394576982
Montreal	3256300	45.52	-73.57	45.5286830318449	-73.5446562205612	127	272	592.976172605995	2016-11-26 00:13:21	-63.6122182952871	44.6729868433752
Winnipeg	637900	49.88	-97.17	49.8808641066785	-97.1752838106866	450	848	3856.45484100096	2016-11-26 00:13:22	-75.6976964510729	45.4236539098389
Toronto	4551800	43.65	-79.38	43.6458096271866	-79.3827696194813	858	76	4776.48179370444	2016-11-26 00:13:23	-73.4987863448011	45.5256490543811
Ottawa	863000	45.42	-75.71	45.4216081391806	-75.699743381446	91	376	1417.20782456687	2016-11-26 00:13:24	-114.057361690422	51.0465305157228
Toronto	4551800	43.65	-79.38	43.6517634055798	-79.3850051698399	121	393	3450.11466828873	2016-11-26 00:13:25	-79.3730338301631	43.646265296884
Timmins	32500	48.49	-81.35	48.4932686614686	-81.3374675472738	405	783	1261.18105412461	2016-11-26 00:13:26	-79.2387092223346	43.1763985192843
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	88	312	364.153251214884	2016-11-26 00:13:27	-66.0666996375331	45.2936428346901
Truro	20900	45.36	-63.28	45.3522960318819	-63.2784811649749	883	531	3003.5463759792	2016-11-26 00:13:28	-78.3439337858766	44.3058577897493
Montreal	3256300	45.52	-73.57	45.528428860127	-73.5382787901793	279	649	1003.32442022627	2016-11-26 00:13:29	-73.3244735761422	45.5164543533672
Toronto	4551800	43.65	-79.38	43.6455266010397	-79.3737349782255	605	867	4193.47328557633	2016-11-26 00:13:30	-114.070077456714	51.0480150044752
Campbell river	32400	49.99	-125.23	49.9859216279633	-125.231797799803	822	637	2259.16139632463	2016-11-26 00:13:31	-79.8538137086637	43.2638564025175
Alma	29100	48.55	-71.66	48.5444921658792	-71.6575631273781	712	123	1181.27663291525	2016-11-26 00:13:32	-84.23180130648	42.4150597442193
Saint catharines-niagara	312700	43.18	-79.24	43.1883260761898	-79.2430568825852	9	596	1238.39742286364	2016-11-26 00:13:33	-104.612564553149	50.4455928119993
Sorel	37000	46.05	-73.14	46.0432645398384	-73.1426287160461	8	38	4475.13771872036	2016-11-26 00:13:34	-80.9425563259808	44.5718030208239
Woodstock	33900	43.13	-80.76	43.123537117366	-80.7572727637494	462	418	956.067308189813	2016-11-26 00:13:35	-79.3801766222559	43.6458297118439
Hamilton	645100	43.26	-79.85	43.2514332054585	-79.8506800213422	879	986	532.519256637897	2016-11-26 00:13:36	-114.05745204214	51.0523774904533
Winnipeg	637900	49.88	-97.17	49.8770715106535	-97.1736486654292	712	509	3932.46089488966	2016-11-26 00:13:37	-84.23180130648	42.4150597442193
Montreal	3256300	45.52	-73.57	45.5162812719995	-73.3366052816414	943	489	1738.56394535396	2016-11-26 00:13:38	-73.523743913986	45.528480256061
Montreal	3256300	45.52	-73.57	45.5173477760987	-73.4473420789928	475	548	3980.66310108406	2016-11-26 00:13:39	-79.3804106383798	43.6513825956411
Saskatoon	195000	52.15	-106.66	52.1443130628378	-106.647378175737	439	308	1158.12451255042	2016-11-26 00:13:40	-123.120509715477	49.2744462282678
Winnipeg	637900	49.88	-97.17	49.8796017144065	-97.1756498622904	638	292	4481.13394313259	2016-11-26 00:13:41	-123.390377175606	48.4335246192534
Windsor	274400	42.3	-83.03	42.305513485147	-83.0294505475158	808	761	3176.53243771056	2016-11-26 00:13:42	-123.144509923472	49.2811549245872
Ottawa	863000	45.42	-75.71	45.4147996313283	-75.7050917276257	606	636	3018.16045811865	2016-11-26 00:13:43	-73.4023983179728	45.5156948115953
Saint-jean-sur-richelieu	71300	45.31	-73.26	45.3024630704758	-73.2427652782372	569	980	4917.0634046779	2016-11-26 00:13:44	-71.235197208986	46.8248790060575
Vancouver	1836500	49.28	-123.13	49.277011966001	-123.137062424736	567	445	2669.83398839366	2016-11-26 00:13:45	-81.2398191850299	42.9698622130843
Sherbrooke	129000	45.4	-71.9	45.3980417390332	-71.8577110709577	93	959	134.323348093312	2016-11-26 00:13:46	-74.7335004800211	45.0344232470638
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	789	905	1004.3661628617	2016-11-26 00:13:47	-79.2323313988245	43.1837941756926
Ottawa	863000	45.42	-75.71	45.4151754532185	-75.6757420828081	907	370	2425.2784284763	2016-11-26 00:13:48	-73.4223838385799	45.527266494462
Vancouver	1836500	49.28	-123.13	49.2795808004655	-123.123366302217	83	436	4695.84119067295	2016-11-26 00:13:49	-113.53889186292	53.5663284035187
Grande prairie	39600	55.18	-118.8	55.1770507959342	-118.802572900857	477	12	2826.17109220009	2016-11-26 00:13:50	-74.1115378930697	45.2575163970187
Saskatoon	195000	52.15	-106.66	52.1519232213619	-106.668627061624	365	624	4190.35280717071	2016-11-26 00:13:51	-119.283883336308	50.2705735890962
Halifax	268900	44.67	-63.61	44.6739533160466	-63.6073391533534	327	458	3594.79653666494	2016-11-26 00:13:52	-75.7650785433359	45.4193706046755
Toronto	4551800	43.65	-79.38	43.6467633674721	-79.3872852735305	616	787	4864.02775809402	2016-11-26 00:13:53	-79.3870555778487	43.6513562226401
Ottawa	863000	45.42	-75.71	45.4158183223895	-75.7216596709065	441	451	141.850088431966	2016-11-26 00:13:54	-81.2422687124735	42.9651903836667
Toronto	4551800	43.65	-79.38	43.6581099290589	-79.3833836629352	997	988	1758.41393072624	2016-11-26 00:13:55	-73.3572501755836	45.5170305602267
Vancouver	1836500	49.28	-123.13	49.2838920380124	-123.12867889433	538	166	4984.58261375781	2016-11-26 00:13:56	-79.2503331950842	44.2747145020334
Montreal	3256300	45.52	-73.57	45.5144323804827	-73.5337288650405	34	270	1292.70012927009	2016-11-26 00:13:57	-73.7795464078289	45.5238392628354
Chicoutimi-jonquiere	109800	48.43	-71.08	48.4309882539644	-71.0660652326531	515	219	857.526114932261	2016-11-26 00:13:58	-73.7234397681719	45.5252051398613
Toronto	4551800	43.65	-79.38	43.6549988226544	-79.3855375617017	957	868	3712.72809478687	2016-11-26 00:13:59	-89.3012881877737	48.4251170076445
Bowmanville-newcastle	33900	43.9	-78.68	43.9070372788696	-78.6792303566941	816	732	2009.25950411474	2016-11-26 00:14:00	-73.6763500330918	45.5210903841587
Montreal	3256300	45.52	-73.57	45.5162812719995	-73.3366052816414	86	489	2494.88276746124	2016-11-26 00:14:01	-114.006157672724	51.3018676357735
Toronto	4551800	43.65	-79.38	43.6543075726087	-79.3791470863805	368	478	3281.71961726621	2016-11-26 00:14:02	-82.4157578287639	42.9876253902029
Vancouver	1836500	49.28	-123.13	49.2739571033563	-123.120791972648	975	161	3539.65670570033	2016-11-26 00:14:03	-71.2257243567055	46.8230334884127
Saint catharines-niagara	312700	43.18	-79.24	43.1858722729001	-79.2302659991164	818	690	1726.10065632034	2016-11-26 00:14:04	-123.121135544215	49.2832476616819
Ottawa	863000	45.42	-75.71	45.4193706046755	-75.7650785433359	558	327	3687.24373563891	2016-11-26 00:14:05	-123.976425404085	49.2021697118432
Montreal	3256300	45.52	-73.57	45.5210828231334	-73.7467138313888	516	668	60.7160040992312	2016-11-26 00:14:06	-114.05621180135	51.0420669599499
Winnipeg	637900	49.88	-97.17	49.8738426710843	-97.1661445175213	168	738	4399.54072810942	2016-11-26 00:14:07	-79.388417349736	43.6467944102454
Toronto	4551800	43.65	-79.38	43.643923940446	-79.377189841485	933	829	4535.11397623224	2016-11-26 00:14:08	-113.542458484053	53.5758084923746
Woodstock	33900	43.13	-80.76	43.1239449714455	-80.7597496976535	79	775	3835.08859742433	2016-11-26 00:14:09	-79.3880982374843	43.6479354971652
Red deer	71800	52.27	-113.83	52.2676593499224	-113.830959278772	828	240	2461.48595573613	2016-11-26 00:14:10	-97.1721691635363	49.886489693726
Winnipeg	637900	49.88	-97.17	49.8849725507084	-97.1727733934249	438	773	51.6051122453064	2016-11-26 00:14:11	-73.3658625719234	45.5222055602901
Montreal	3256300	45.52	-73.57	45.5250411214079	-73.484224136717	606	803	1689.57107349997	2016-11-26 00:14:12	-73.4023983179728	45.5156948115953
Calgary	938300	51.05	-114.06	51.0480358701925	-114.048694200725	908	395	3848.16550442483	2016-11-26 00:14:13	-114.055558604832	51.0443846768868
Toronto	4551800	43.65	-79.38	43.6535625519721	-79.3735485931107	676	263	745.068101037759	2016-11-26 00:14:14	-63.6190420064782	44.6682625286114
Saint john's	115400	47.58	-52.69	47.5851151124675	-52.6856578801075	122	592	3578.47315752879	2016-11-26 00:14:15	-73.4321793355483	45.5242610167498
Trois-rivieres	119200	46.35	-72.57	46.3414155726185	-72.5674147116948	491	460	3158.44831460854	2016-11-26 00:14:16	-80.2603101314649	43.5575839600406
Port alberni	21100	49.27	-124.82	49.2677348014464	-124.809005670108	104	350	1203.26017212356	2016-11-26 00:14:17	-73.6031524043644	45.5146752386164
Vancouver	1836500	49.28	-123.13	49.2778873511651	-123.138159009598	383	251	3476.1506437324	2016-11-26 00:14:18	-78.864851166118	43.8970049788423
Toronto	4551800	43.65	-79.38	43.6477578746127	-79.3794581659652	716	442	1971.37369971024	2016-11-26 00:14:19	-123.349143854337	48.4283111859393
Toronto	4551800	43.65	-79.38	43.6554194749868	-79.386695409056	731	333	3518.74622056494	2016-11-26 00:14:20	-73.6305116304648	45.5202562963979
Toronto	4551800	43.65	-79.38	43.6498953934874	-79.3748840052182	261	894	4627.01729917899	2016-11-26 00:14:21	-105.537602721227	50.3921634151781
Toronto	4551800	43.65	-79.38	43.6497794583964	-79.3820128882339	235	361	4551.30126217846	2016-11-26 00:14:22	-79.374380317895	43.6443389315695
Toronto	4551800	43.65	-79.38	43.6515074621296	-79.3891196793928	759	59	4864.98659595381	2016-11-26 00:14:23	-79.3836936617386	43.6485781477588
Montreal	3256300	45.52	-73.57	45.5144323804827	-73.5337288650405	534	270	4662.02108906582	2016-11-26 00:14:24	-80.2672231834879	43.1470553225395
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	162	385	683.796894073021	2016-11-26 00:14:25	-73.4211785451787	45.5130752745299
Victoria	289400	48.43	-123.37	48.4261532902786	-123.356537434155	154	801	2203.43636833131	2016-11-26 00:14:26	-74.7463618769782	45.0312831850045
Vancouver	1836500	49.28	-123.13	49.274960963633	-123.118396966609	613	790	2067.84612411866	2016-11-26 00:14:27	-113.542565448331	53.5699845689968
Edmonton	812400	53.57	-113.54	53.5663284035187	-113.53889186292	62	83	322.855680296198	2016-11-26 00:14:28	-76.5035653953598	44.2372813552331
Joliette	34600	46.03	-73.45	46.021997138381	-73.4429070542947	427	619	3753.28361990396	2016-11-26 00:14:29	-73.6094431272507	45.5156937836394
Montreal	3256300	45.52	-73.57	45.5162812719995	-73.3366052816414	642	489	3095.82091026241	2016-11-26 00:14:30	-80.5074535046073	43.4655900720127
Toronto	4551800	43.65	-79.38	43.6498693650771	-79.3853338280889	416	772	2464.56361026503	2016-11-26 00:14:31	-52.6936829782948	47.5879720390422
Montreal	3256300	45.52	-73.57	45.5221118898219	-73.8306405657414	940	170	4513.13804475358	2016-11-26 00:14:32	-80.4965109808977	43.4620645567496
Nanaimo	81200	49.21	-123.97	49.2174379491534	-123.966081248154	294	49	4755.2005812875	2016-11-26 00:14:33	-79.2503823037596	44.2716321345376
Saint catharines-niagara	312700	43.18	-79.24	43.184093998933	-79.2468337836232	638	523	3705.10618464323	2016-11-26 00:14:34	-123.390377175606	48.4335246192534
Ottawa	863000	45.42	-75.71	45.426003937918	-75.6664881422684	3	699	2607.9688944621	2016-11-26 00:14:35	-73.3394977333315	45.5241323668883
Brantford	88300	43.15	-80.26	43.1478470352905	-80.2658541819178	436	994	2572.61613786686	2016-11-26 00:14:36	-123.123366302217	49.2795808004655
