City.From	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To	City.To
Oshawa	43.478377639558	-78.9212460374082	812	644	4120.88582683355	2016-11-26 00:11:47	-79.4707993059456	43.3270814194235	Toronto
Toronto	43.5963412217534	-79.0745388019323	187	552	2737.98923986033	2016-11-26 00:11:48	-78.942842223685	43.5270084927527	Toronto
Gatineau	45.0746162744043	-74.3018433006985	546	507	417.244246019982	2016-11-26 00:11:49	-76.9030450919062	45.0488788184753	Ottawa
Montreal	45.4877963868308	-72.1841879016017	934	346	4748.14252365613	2016-11-26 00:11:50	-114.377734621899	51.2057329616447	Calgary
Calgary	50.8548808139956	-114.544307339724	522	459	4999.4232255267	2016-11-26 00:11:51	-63.6666662660106	45.7953627327839	Montreal
Abbotsford	49.3938880161591	-121.789790859917	469	636	629.56737561617	2016-11-26 00:11:52	-73.2193899119434	48.7203709431227	Alma
Montreal	45.1438124768258	-75.2063892221893	933	994	2005.6775784702	2016-11-26 00:11:53	-63.784520945333	44.9701409971369	Halifax
Oshawa	43.478377639558	-78.9212460374082	677	644	2615.12254717527	2016-11-26 00:11:54	-79.2724494355574	43.3371021234545	Toronto
Quebec	46.3877790396892	-71.1689583620014	571	745	1396.24392166734	2016-11-26 00:11:55	-113.36657648941	53.1745876311584	Edmonton
Montreal	45.7579945970093	-68.1952335076712	351	389	243.531064665876	2016-11-26 00:11:56	-79.7096393507564	43.5922124621043	Toronto
Montreal	45.6064323024137	-66.4817601066893	417	949	2222.50364959473	2016-11-26 00:11:57	-113.402582882153	53.4820532699884	Edmonton
Montreal	45.3103325237949	-75.9576233153553	418	678	2316.06485599186	2016-11-26 00:11:58	-96.9335295828627	49.6594889812284	Winnipeg
Kitchener	43.4082755826584	-80.9359004058346	54	861	4984.92703726515	2016-11-26 00:11:59	-79.7986492001537	43.0142714201705	Hamilton
Sorel	45.8712398954997	-73.4285942646425	588	916	3117.60950557655	2016-11-26 00:12:00	-112.68743196439	49.5570676658373	Lethbridge
Oshawa	43.478377639558	-78.9212460374082	170	644	2070.02133318456	2016-11-26 00:12:01	-72.4937305397206	45.8815888714904	Montreal
Halifax	44.7014505306156	-63.7260041128768	241	717	4066.83019818738	2016-11-26 00:12:02	-123.064495127323	49.5595552890422	Vancouver
Guelph	43.3184093281454	-80.2120624096795	150	580	3451.69204303529	2016-11-26 00:12:03	-96.8798505841646	49.5529092207368	Winnipeg
Vancouver	49.3704643806746	-123.584957971203	518	647	1899.12445935188	2016-11-26 00:12:04	-65.7854414936533	45.1994899551254	Montreal
Oshawa	43.478377639558	-78.9212460374082	826	644	3172.49544858932	2016-11-26 00:12:05	-122.350820891942	48.7257385364517	Victoria
Montreal	45.2699124358408	-65.5490481104185	909	998	662.318553752266	2016-11-26 00:12:06	-82.2432853159288	45.6052704034026	Montreal
Toronto	43.6047609491904	-79.4916060892373	30	529	4295.55045844754	2016-11-26 00:12:07	-119.78507430194	49.87235276127	Central okanagan
Saint catharines-niagara	43.4362388841285	-79.2044330287008	794	355	3746.16252910346	2016-11-26 00:12:08	-122.913676239202	49.1515484554747	Vancouver
New glasgow	45.6212226031881	-74.572628256655	266	349	1040.25834794156	2016-11-26 00:12:09	-62.4656217585076	46.3575638564968	Charlottetown
Toronto	43.3511801110845	-79.2732425435474	216	908	3398.88341128826	2016-11-26 00:12:10	-79.0944512007295	43.40867199654	Toronto
Hamilton	42.9543519796517	-80.1136173572417	724	572	4439.55476635601	2016-11-26 00:12:11	-76.3056093487886	45.323809181002	Ottawa
Guelph	43.3184093281454	-80.2120624096795	267	580	4732.6991160051	2016-11-26 00:12:12	-123.348388654845	48.8578620736584	Vancouver
Georgetown	43.7345149412895	-79.4734850277745	501	420	2903.83250669111	2016-11-26 00:12:13	-78.9279658326799	44.0810494777219	Bowmanville-newcastle
Toronto	43.7647841672508	-79.7158820258808	909	380	827.09851906402	2016-11-26 00:12:14	-82.2432853159288	45.6052704034026	Montreal
Halifax	44.9505818551055	-63.9939824345869	289	766	1820.2932858374	2016-11-26 00:12:15	-71.6150558059058	46.9250547428154	Quebec
Toronto	43.9543531319065	-79.5027192479639	807	625	3246.69340756955	2016-11-26 00:12:16	-79.1919322017493	42.5669856605543	Nanticoke
Toronto	43.2543203322195	-79.5514793768775	87	2	4811.2485764781	2016-11-26 00:12:17	-121.769151557142	48.5314342346206	North cowichan
Sherbrooke	45.5911757612409	-69.2927647037338	456	109	2716.07656398555	2016-11-26 00:12:18	-79.7084095986075	43.6584731552234	Toronto
Vancouver	49.3704643806746	-123.584957971203	267	647	2382.56416022778	2016-11-26 00:12:19	-123.348388654845	48.8578620736584	Vancouver
Vancouver	48.8578620736584	-123.348388654845	190	267	2940.20659032976	2016-11-26 00:12:20	-79.4314954056147	43.2110498118919	Toronto
Halifax	44.7742220798892	-63.5588013267303	824	844	4196.92071886966	2016-11-26 00:12:21	-80.9803272684844	43.1805922737587	London
Toronto	43.5963412217534	-79.0745388019323	116	552	4567.40816273959	2016-11-26 00:12:22	-65.8871643437651	45.7891386060744	Montreal
Sorel	45.8712398954997	-73.4285942646425	382	916	1530.20093234954	2016-11-26 00:12:23	-113.651186898133	51.9759274893313	Red deer
Toronto	43.8963095711195	-79.0267539540041	171	616	4539.48257293086	2016-11-26 00:12:24	-79.7478682465241	43.8946887991872	Toronto
Hamilton	43.0016756642202	-79.6851527006837	804	27	4249.9927525525	2016-11-26 00:12:25	-76.5181650464906	45.2776803329525	Gatineau
Kingston	44.4629833128897	-76.4885486150277	632	496	2193.05899521569	2016-11-26 00:12:26	-79.539875477484	44.4957739895581	Barrie
Toronto	43.3809405743583	-79.4984035080877	98	718	3502.45472335955	2016-11-26 00:12:27	-71.3843297354873	46.4072393360875	Quebec
Toronto	43.8255620251171	-79.4447223590049	345	121	1474.11796995439	2016-11-26 00:12:28	-122.918671496106	49.1844288217291	Vancouver
Calgary	50.8548808139956	-114.544307339724	861	459	2308.98757331306	2016-11-26 00:12:29	-80.9359004058346	43.4082755826584	Kitchener
Vancouver	49.0457757274238	-122.517935916587	95	213	2008.28343505273	2016-11-26 00:12:30	-79.7713615854559	43.6203489095525	Toronto
Vancouver	49.2455407973555	-123.538781249851	108	159	103.147063346114	2016-11-26 00:12:31	-81.5496119319564	45.7114401755665	Montreal
Montreal	45.8298863047185	-72.6660637079528	595	797	1213.06044230005	2016-11-26 00:12:32	-79.0406673264833	45.4793602045388	Montreal
Toronto	43.5948498187318	-79.5852034071343	996	264	1481.03039275156	2016-11-26 00:12:33	-79.6305688305014	43.3591776170292	Hamilton
Edmonton	53.3669587367415	-113.139860164072	361	260	2338.29695393797	2016-11-26 00:12:34	-122.929774058464	49.4792797529598	Vancouver
Montreal	45.7579945970093	-68.1952335076712	832	389	4578.60726170475	2016-11-26 00:12:35	-113.991516817143	53.5919102826476	Edmonton
Montreal	45.8814809025989	-66.2670099761234	767	372	3935.023487336	2016-11-26 00:12:36	-76.1490667656965	45.7117565529984	Montreal
Oshawa	44.0329416859985	-79.168146416706	70	814	2585.27814411791	2016-11-26 00:12:37	-79.6759051403735	43.375596686644	Toronto
Montreal	45.7925896985958	-80.595313800034	818	164	3423.92931119539	2016-11-26 00:12:38	-69.5584095057995	45.2216462672447	Sherbrooke
Calgary	51.1791459397389	-114.285609328238	320	991	99.4117729715072	2016-11-26 00:12:39	-79.0959795923086	43.8147796215812	Toronto
Toronto	43.6298601762783	-79.4774282928485	434	885	634.496800636407	2016-11-26 00:12:40	-122.750113701416	53.655508877222	Prince george
Toronto	43.8133051208571	-79.4079048893179	884	665	4775.26386315003	2016-11-26 00:12:41	-75.0945305365518	44.6623579038758	Cornwall
Montreal	45.4227725647087	-81.2244346840513	552	549	4371.69831161154	2016-11-26 00:12:42	-79.0745388019323	43.5963412217534	Toronto
Calgary	50.9143497914119	-113.991801087338	907	313	1149.1092653363	2016-11-26 00:12:43	-81.9886671521574	42.2222653140118	Windsor
Toronto	43.6096772060994	-79.8283923625367	123	669	179.359332693275	2016-11-26 00:12:44	-122.887057257615	48.9896444714516	Vancouver
Toronto	43.2543203322195	-79.5514793768775	254	2	3240.83255948499	2016-11-26 00:12:45	-79.3958509030639	43.268573553795	Toronto
Kelowna	49.870569983505	-119.0624502847	544	673	855.326381570194	2016-11-26 00:12:46	-122.877402511396	49.6203604542144	Vancouver
Toronto	43.7568209997811	-79.5608661576109	138	577	764.394983253442	2016-11-26 00:12:47	-79.2546411172855	43.9393672672179	Toronto
Toronto	43.8904386182288	-79.3525415789733	118	515	2550.87064072723	2016-11-26 00:12:48	-113.587095512491	52.4015694188608	Red deer
Toronto	43.8768218507569	-79.2563727700757	981	634	4565.15239656437	2016-11-26 00:12:49	-76.4637422795196	45.4915870623689	Ottawa
Ottawa	45.655057516864	-78.5321941637302	545	863	4414.35804070206	2016-11-26 00:12:50	-74.8113656651075	45.3463865669615	Montreal
Montreal	45.4989554710828	-80.6733108841701	76	737	456.96732577635	2016-11-26 00:12:51	-82.3488770723657	45.1799429374656	Montreal
Gatineau	45.6747374068794	-76.5987361523351	900	947	288.514872756787	2016-11-26 00:12:52	-113.4216097396	53.4539276484913	Edmonton
Calgary	50.9714978445431	-114.145345671534	219	211	2334.96676335344	2016-11-26 00:12:53	-80.1158582476585	43.2189414325771	Kitchener
Midland	44.772291371524	-79.3246697509199	731	855	2250.68207511213	2016-11-26 00:12:54	-79.5764479817157	43.7426289157577	Toronto
Toronto	43.2543203322195	-79.5514793768775	784	2	1983.11261786148	2016-11-26 00:12:55	-80.9530584471276	42.7492123155403	Nanticoke
Hamilton	43.3591776170292	-79.6305688305014	407	996	2774.13376045879	2016-11-26 00:12:56	-123.798560411253	49.2707179530976	Vancouver
Vancouver	49.1004724028423	-122.891450869972	646	904	3363.64461504854	2016-11-26 00:12:57	-123.895226465035	49.2131899188665	Vancouver
Toronto	43.2593044212904	-79.5901308217318	265	583	2861.51895638322	2016-11-26 00:12:58	-113.879302134906	51.2503527788561	Calgary
Montreal	45.304852916449	-76.9704926053609	255	877	3797.56100632949	2016-11-26 00:12:59	-123.589276651476	49.0633705298411	Vancouver
Quebec	47.1551094855679	-71.3104272676223	217	146	838.217225729022	2016-11-26 00:13:00	-84.3657142838745	45.35032156213	Montreal
Lethbridge	49.5561939657186	-112.339122864957	369	129	494.680165837053	2016-11-26 00:13:01	-76.1027643117748	44.3477105072674	Kingston
Vancouver	49.4295582653202	-123.777774592886	765	806	4992.46789702447	2016-11-26 00:13:02	-52.7797318221254	47.3314928312447	Saint john's
Windsor	42.6631258342573	-82.0685238570196	770	769	3537.59931905661	2016-11-26 00:13:03	-75.9497902330626	45.6570270316887	Montreal
Toronto	43.8626004989736	-79.1024918037095	115	207	2607.32350405306	2016-11-26 00:13:04	-107.001426111478	51.7539758610148	Saskatoon
Trois-rivieres	46.3168947656262	-73.0209977529431	519	876	803.815307409968	2016-11-26 00:13:05	-79.9524814957457	45.1357344528828	Midland
Winnipeg	49.7743476334687	-97.3113570725454	70	735	3498.08087236015	2016-11-26 00:13:06	-79.6759051403735	43.375596686644	Toronto
Toronto	44.0674324943061	-79.442752723641	793	145	3009.59464320913	2016-11-26 00:13:07	-64.5243912329299	45.9887984939727	Moncton
Saint catharines-niagara	42.7794849057581	-79.4384416632281	570	506	2527.92306698393	2016-11-26 00:13:08	-97.5763244226924	49.7783853023886	Winnipeg
Kelowna	49.870569983505	-119.0624502847	599	673	2327.31845608214	2016-11-26 00:13:09	-104.342435673579	50.1474259192018	Regina
Calgary	50.9714978445431	-114.145345671534	952	211	4458.24742369587	2016-11-26 00:13:10	-76.5172493130234	45.6003923096962	Ottawa
Toronto	43.7647841672508	-79.7158820258808	248	380	842.492155497894	2016-11-26 00:13:11	-122.668885090956	49.1060073682305	Vancouver
Toronto	43.780523528166	-79.0206282696772	957	936	4244.642134069	2016-11-26 00:13:12	-122.190563007061	48.3584340703419	Victoria
Leamington	42.1038921152019	-82.0772182379967	894	85	2447.98508002423	2016-11-26 00:13:13	-70.8902383755397	46.8024369446811	Quebec
Halifax	44.7014505306156	-63.7260041128768	65	717	2152.49363917392	2016-11-26 00:13:14	-79.436276627029	43.5654804742173	Toronto
Toronto	43.6404491130208	-79.451825465469	926	104	2982.77440200327	2016-11-26 00:13:15	-79.0299982995295	43.5189913446241	Toronto
Toronto	43.6984176801554	-79.0526470135223	686	102	988.368153909687	2016-11-26 00:13:16	-122.88273714959	49.510974833213	Vancouver
Red deer	51.9209997337684	-113.293011183996	157	674	4773.64309518598	2016-11-26 00:13:17	-124.940433668	49.9552879066242	Courtenay
Toronto	43.7399099557689	-78.9654514817746	360	476	4566.49613414193	2016-11-26 00:13:18	-113.435090152281	53.2841481541425	Edmonton
Halifax	44.7742220798892	-63.5588013267303	632	844	2843.36822963087	2016-11-26 00:13:19	-79.539875477484	44.4957739895581	Barrie
Montreal	45.3463865669615	-74.8113656651075	207	545	1077.991181775	2016-11-26 00:13:20	-79.1024918037095	43.8626004989736	Toronto
Vancouver	49.2441750690731	-122.673557614755	718	381	4345.04407703644	2016-11-26 00:13:21	-79.4984035080877	43.3809405743583	Toronto
Georgina	44.5992798723137	-79.2437652302948	5	960	642.803931992967	2016-11-26 00:13:22	-72.5949616228273	45.2463162886254	Saint-jean-sur-richelieu
Guelph	43.3184093281454	-80.2120624096795	825	580	4587.97377719311	2016-11-26 00:13:23	-114.556751760822	50.9207949238926	Calgary
Montreal	45.3617614567768	-73.2636789432783	278	967	2139.89500147291	2016-11-26 00:13:24	-76.8800016531086	45.3732891714112	Montreal
Montreal	45.8037761720705	-82.6475222274922	131	236	1148.85938466759	2016-11-26 00:13:25	-73.4697209113758	45.4340701415249	Granby
Calgary	50.7145025080503	-114.105467260919	941	576	1671.07821097597	2016-11-26 00:13:26	-76.8102280246048	45.6413596789716	Montreal
Toronto	43.8626004989736	-79.1024918037095	419	207	3973.67902894039	2016-11-26 00:13:27	-97.2881991997685	49.8424841109355	Winnipeg
Brantford	43.0371884624898	-80.4312372359701	618	221	3194.71497148043	2016-11-26 00:13:28	-79.3638796163074	43.3601207471549	Saint catharines-niagara
Ottawa	45.045693276377	-76.3880547422874	90	803	2822.64170149574	2016-11-26 00:13:29	-65.6282912215086	45.6208243766532	Montreal
Vernon	50.3639851688137	-119.06374864395	926	590	1423.59942848561	2016-11-26 00:13:30	-79.0299982995295	43.5189913446241	Toronto
Toronto	43.498337094821	-79.1805546469338	473	205	1872.45819716481	2016-11-26 00:13:31	-76.9400274231299	45.1604145883348	Ottawa
Sorel	46.1677769366763	-73.0865005242795	762	508	2200.21063333843	2016-11-26 00:13:32	-78.9437687257535	43.4613895268192	Oshawa
Quebec	46.597447748471	-71.5969931057394	892	426	1896.0046551656	2016-11-26 00:13:33	-79.2387160086849	43.3385338915391	Toronto
Saint john's	47.4012607671857	-52.9451046021245	616	438	3518.88154157205	2016-11-26 00:13:34	-79.0267539540041	43.8963095711195	Toronto
Montreal	45.8037761720705	-82.6475222274922	543	236	2763.21619128576	2016-11-26 00:13:35	-74.0300370371934	45.4021306351544	Montreal
Montreal	45.7448380451668	-85.2218816154327	205	477	3803.99763081223	2016-11-26 00:13:36	-79.1805546469338	43.498337094821	Toronto
Toronto	43.6047609491904	-79.4916060892373	85	529	839.916165103205	2016-11-26 00:13:37	-82.0772182379967	42.1038921152019	Leamington
Moncton	45.9887984939727	-64.5243912329299	278	793	3472.94950679643	2016-11-26 00:13:38	-76.8800016531086	45.3732891714112	Montreal
Toronto	43.6954365279216	-79.803597431436	916	84	1260.39390247315	2016-11-26 00:13:39	-73.4285942646425	45.8712398954997	Sorel
Montreal	45.8434792102375	-70.8840318959439	650	302	4321.88015956199	2016-11-26 00:13:40	-79.3467207882716	43.2496700280706	Toronto
Gatineau	45.6747374068794	-76.5987361523351	34	947	2707.77696659788	2016-11-26 00:13:41	-73.4714327247927	45.3876689139926	Ottawa
Toronto	43.8768218507569	-79.2563727700757	210	634	4985.64255570527	2016-11-26 00:13:42	-80.1111255006648	43.5942458479665	Hamilton
Vancouver	49.4295582653202	-123.777774592886	95	806	3652.13768684771	2016-11-26 00:13:43	-79.7713615854559	43.6203489095525	Toronto
Montreal	45.4227725647087	-81.2244346840513	213	549	1406.24695322476	2016-11-26 00:13:44	-122.517935916587	49.0457757274238	Vancouver
Saint catharines-niagara	42.8995911904029	-79.5630049360975	728	377	997.986224666238	2016-11-26 00:13:45	-79.3119138071984	43.8756854356094	Toronto
Quebec	46.3877790396892	-71.1689583620014	263	745	1815.82597305533	2016-11-26 00:13:46	-119.84411383301	49.8830571734696	Kelowna
Moose jaw	50.0915550640699	-105.844113004945	855	474	720.568573498167	2016-11-26 00:13:47	-79.3246697509199	44.772291371524	Midland
Calgary	50.7700454605858	-114.371267001793	754	990	309.381503670011	2016-11-26 00:13:48	-104.754231763808	50.619579578595	Regina
Montreal	45.0783834542951	-73.1734598643207	145	453	3595.97320038592	2016-11-26 00:13:49	-79.442752723641	44.0674324943061	Toronto
Oshawa	43.6051529922214	-78.7314018011714	589	203	3846.72915331321	2016-11-26 00:13:50	-79.8804954244067	43.7101776833589	Georgetown
Toronto	44.0223836597494	-79.217188523114	971	683	2521.77461537067	2016-11-26 00:13:51	-80.2997269791245	43.2329354604303	Hamilton
Kitchener	43.6160533185505	-80.7401967089268	545	224	566.957944689784	2016-11-26 00:13:52	-74.8113656651075	45.3463865669615	Montreal
Toronto	43.4991225629201	-79.3180804065797	473	929	2496.09962617978	2016-11-26 00:13:53	-76.9400274231299	45.1604145883348	Ottawa
Toronto	43.8223603921835	-79.164419625885	38	749	4659.44183706306	2016-11-26 00:13:54	-85.5555420605576	42.0567314254732	Windsor
Barrie	44.5379702269402	-79.6014189937292	194	620	1079.04275994515	2016-11-26 00:13:55	-79.4579422007365	43.6524115833043	Toronto
Toronto	43.6906383882074	-79.0840473099069	169	931	869.155128416605	2016-11-26 00:13:56	-77.5522031616711	45.0996339357285	Montreal
Toronto	43.6203489095525	-79.7713615854559	491	95	2314.9033028516	2016-11-26 00:13:57	-78.6491034939436	43.7422129152051	Oshawa
Red deer	51.9209997337684	-113.293011183996	97	674	960.588392557111	2016-11-26 00:13:58	-123.287532083319	49.1871543158331	Vancouver
Toronto	43.7647841672508	-79.7158820258808	366	380	1342.71742727142	2016-11-26 00:13:59	-74.224337092117	45.7316474484471	Ottawa
Quebec	47.1551094855679	-71.3104272676223	431	146	3213.83543539559	2016-11-26 00:14:00	-79.0694594747954	43.7816238527867	Toronto
Montreal	45.6696524308707	-68.5158623329338	787	384	2037.34181015752	2016-11-26 00:14:01	-113.806618124044	53.3832011966265	Edmonton
Barrie	44.0382005231555	-79.8531389302294	966	105	3720.57781730546	2016-11-26 00:14:02	-79.1921068632051	43.6421590893115	Toronto
Toronto	43.5536718691974	-79.1679787735833	54	144	79.628846491687	2016-11-26 00:14:03	-79.7986492001537	43.0142714201705	Hamilton
Vancouver	49.6203604542144	-122.877402511396	163	544	1022.0800657873	2016-11-26 00:14:04	-100.278551290264	49.9944967870724	Brandon
Edmonton	53.6218014742852	-113.25101714526	819	973	1971.24724036548	2016-11-26 00:14:05	-107.082519844056	51.8141389232749	Saskatoon
Lethbridge	49.4117906299561	-112.488053411553	634	158	893.593541719019	2016-11-26 00:14:06	-79.2563727700757	43.8768218507569	Toronto
Hamilton	43.5326131142902	-79.9326271302039	489	746	4814.75163459545	2016-11-26 00:14:07	-75.2052395133589	45.6341153631148	Ottawa
Vancouver	49.6203604542144	-122.877402511396	628	544	2388.07720679324	2016-11-26 00:14:08	-74.9670253262871	45.7767047472208	Montreal
Montreal	45.7126314921252	-71.0994774803523	436	699	4296.23568772804	2016-11-26 00:14:09	-79.3142016887819	43.4634851237455	Toronto
Abbotsford	49.3938880161591	-121.789790859917	983	636	780.056066939142	2016-11-26 00:14:10	-81.06211852294	45.6266466303792	Montreal
Hamilton	42.9543519796517	-80.1136173572417	568	572	1400.56942941155	2016-11-26 00:14:11	-79.1659132132514	43.6073387112631	Toronto
Edmonton	53.4820532699884	-113.402582882153	604	417	4299.50372220483	2016-11-26 00:14:12	-60.7305804477719	45.5476192180716	Montreal
Alma	48.2138424770106	-73.2046279375876	910	705	944.264653837308	2016-11-26 00:14:13	-97.3088001883965	49.785847447074	Winnipeg
Toronto	43.4030553373998	-79.7555415994438	310	432	3955.68047176348	2016-11-26 00:14:14	-123.172921368808	49.2591939302656	Vancouver
Shawinigan	46.8188053127501	-72.8246773030415	52	69	3539.55191933783	2016-11-26 00:14:15	-74.6393281399178	45.3963098685833	Montreal
Calgary	51.0566871676005	-113.490774324061	647	890	2312.62647567783	2016-11-26 00:14:16	-123.584957971203	49.3704643806746	Vancouver
Ottawa	45.1787763726322	-74.8220191538319	287	347	660.774659470189	2016-11-26 00:14:17	-66.1299742784322	45.3684229550817	Montreal
Toronto	43.8740139642667	-78.9857096701375	949	53	70.9569221362472	2016-11-26 00:14:18	-66.4817601066893	45.6064323024137	Montreal
Hamilton	43.5310426235699	-79.9724031923539	505	663	4148.30314976862	2016-11-26 00:14:19	-68.3149606993696	45.6538958092301	New glasgow
Quebec	46.597447748471	-71.5969931057394	873	426	166.413333732635	2016-11-26 00:14:20	-10.037136831965	42.6753734047816	Chatham
Montreal	45.4399061474701	-62.0510604561839	576	152	3132.75437697303	2016-11-26 00:14:21	-114.105467260919	50.7145025080503	Calgary
Toronto	43.5189913446241	-79.0299982995295	240	926	1453.97645675112	2016-11-26 00:14:22	-123.372523851759	48.9808692435936	Vancouver
Saint catharines-niagara	43.3227208454153	-79.1891731102414	998	452	87.4176956480369	2016-11-26 00:14:23	-65.5490481104185	45.2699124358408	Montreal
Vancouver	49.0291925160523	-122.924107434409	148	715	3104.28719772026	2016-11-26 00:14:24	-72.058632072751	48.1631913779563	Chicoutimi-jonquiere
Vancouver	49.1039059463682	-122.400234551391	482	283	3356.01354819955	2016-11-26 00:14:25	-75.8475125122776	45.6453305554434	Montreal
Toronto	43.6582043347769	-79.4086942248457	707	379	3416.62829833804	2016-11-26 00:14:26	-79.3374113817909	43.5984486106907	Toronto
Ottawa	45.6494552412936	-74.8873213842141	603	408	1216.75705322996	2016-11-26 00:14:27	-65.3733197013311	45.642602970588	Montreal
Toronto	43.6200790438972	-79.6994326354654	264	630	4341.68127498124	2016-11-26 00:14:28	-79.5852034071343	43.5948498187318	Toronto
Georgina	44.5992798723137	-79.2437652302948	417	960	208.556350343861	2016-11-26 00:14:29	-113.402582882153	53.4820532699884	Edmonton
Woodstock	43.3682897759026	-81.2953153320976	184	902	2898.04908318911	2016-11-26 00:14:30	-113.475173117876	51.0759617805446	Calgary
Wood buffalo	56.9808837997749	-111.405198864418	432	329	1817.13501657359	2016-11-26 00:14:31	-79.7555415994438	43.4030553373998	Toronto
Alma	48.7203709431227	-73.2193899119434	215	469	1695.55622803746	2016-11-26 00:14:32	-113.74940639196	51.0790939923268	Calgary
Victoria	48.5975718120484	-122.344618770994	850	951	269.936485798098	2016-11-26 00:14:33	-89.4153907954123	48.8129063149099	Thunder bay
Toronto	43.8487174940588	-79.1280648192238	948	344	1829.9038860132	2016-11-26 00:14:34	-71.4975297598336	45.5843412636235	Montreal
Vancouver	49.1721398358105	-123.651501305771	54	940	3287.91454045568	2016-11-26 00:14:35	-79.7986492001537	43.0142714201705	Hamilton
Vancouver	49.1515484554747	-122.913676239202	100	794	4184.28220080677	2016-11-26 00:14:36	-113.515746080116	50.9115492729251	Calgary
Hamilton	43.5326131142902	-79.9326271302039	669	746	841.367465443909	2016-11-26 00:14:37	-79.8283923625367	43.6096772060994	Toronto
Red deer	51.9209997337684	-113.293011183996	503	674	2261.57840810483	2016-11-26 00:14:38	-79.3008601938184	43.3434663197694	Toronto
Ottawa	45.655057516864	-78.5321941637302	67	863	4571.63286489667	2016-11-26 00:14:39	-97.3356444996234	49.6763165741245	Winnipeg
Halifax	44.7014505306156	-63.7260041128768	126	717	1168.19696680177	2016-11-26 00:14:40	-81.8404217892556	42.6755559470422	Sarnia
Peterborough	44.5547757227258	-78.2540394945902	493	710	2806.693671213	2016-11-26 00:14:41	-123.127717150536	48.8824383880811	Vancouver
Vancouver	49.6203604542144	-122.877402511396	435	544	2358.16366801737	2016-11-26 00:14:42	-62.2384016443217	45.5518634922616	Montreal
Kelowna	49.870569983505	-119.0624502847	154	673	4525.42135295225	2016-11-26 00:14:43	-79.5992570860189	43.4005358476547	Toronto
Winnipeg	49.6077444036384	-97.0293794466468	614	513	4357.77344759554	2016-11-26 00:14:44	-81.0190197452721	43.2917840034376	London
New glasgow	45.4918808253186	-68.3934461836933	547	120	1282.35662962543	2016-11-26 00:14:45	-62.3263860376079	45.287021551532	Montreal
Midland	44.772291371524	-79.3246697509199	837	855	3879.38551892294	2016-11-26 00:14:46	-74.9940897470339	45.1814891489221	Gatineau
Montreal	45.2642122943081	-79.7784332503632	896	274	3865.15061428072	2016-11-26 00:14:47	-123.657751493276	49.2415411182553	Vancouver
Gatineau	45.6747374068794	-76.5987361523351	411	947	2651.51262306608	2016-11-26 00:14:48	-80.1200436349096	43.6108967071492	Guelph
Toronto	43.7787715728354	-79.222294330713	73	466	4969.49151394656	2016-11-26 00:14:49	-97.0968885667845	49.8459050057658	Winnipeg
Montreal	45.7432547958126	-82.0527910598024	235	444	3010.82466937369	2016-11-26 00:14:50	-71.3384731246591	48.2836763753792	Alma
North cowichan	48.5314342346206	-121.769151557142	113	87	4592.57975902874	2016-11-26 00:14:51	-122.788388222873	48.7306898580295	Victoria
Montreal	45.8434792102375	-70.8840318959439	616	302	3520.2557538636	2016-11-26 00:14:52	-79.0267539540041	43.8963095711195	Toronto
Vancouver	49.38267860016	-122.381030616054	441	874	688.906228472479	2016-11-26 00:14:53	-79.2810797180073	43.4537945808331	Toronto
Bradford	44.2577671108616	-79.3399422535794	526	223	3639.65768408962	2016-11-26 00:14:54	-79.5810586260066	43.3001221051565	Toronto
Toronto	43.8433118828243	-79.1467102011662	40	696	3350.85377643118	2016-11-26 00:14:55	-79.5305370178495	43.804931167338	Toronto
Nanaimo	49.1145422051692	-124.127021667	316	974	2143.32981937332	2016-11-26 00:14:56	-114.560259791621	51.0312600604575	Airdrie
Beloeil	45.8129710209583	-58.4422215337329	817	371	1586.90128718736	2016-11-26 00:14:57	-105.608660167373	52.0278455545674	Saskatoon
Halifax	44.9505818551055	-63.9939824345869	984	766	4579.657123785	2016-11-26 00:14:58	-71.0723889013513	46.5549633417882	Quebec
Saint catharines-niagara	43.1079783516622	-79.2717341181824	894	387	595.254063548055	2016-11-26 00:14:59	-70.8902383755397	46.8024369446811	Quebec
Trois-rivieres	46.3168947656262	-73.0209977529431	678	876	1247.37499331823	2016-11-26 00:15:00	-75.9576233153553	45.3103325237949	Montreal
Calgary	51.0566871676005	-113.490774324061	527	890	2560.13071599882	2016-11-26 00:15:01	-122.439873616473	49.4133659383929	Vancouver
Calgary	51.4385339899748	-114.224322362963	178	285	3376.48128098808	2016-11-26 00:15:02	-79.2592293336883	43.333289073022	Toronto
Fredericton	46.2383355910962	-66.5238680336634	231	89	1553.13119190978	2016-11-26 00:15:03	-65.4675538989604	45.6179073648609	Saint john
Toronto	43.5213159741958	-79.5014184536669	881	758	1428.29929161817	2016-11-26 00:15:04	-79.5805856016239	43.3288087470099	Toronto
Sorel	45.8712398954997	-73.4285942646425	952	916	816.173566901125	2016-11-26 00:15:05	-76.5172493130234	45.6003923096962	Ottawa
Edmonton	53.4140219516823	-113.265846341601	385	555	1127.94993794523	2016-11-26 00:15:06	-84.8674765419244	45.4012964133176	Montreal
Montreal	45.3103325237949	-75.9576233153553	205	678	3149.82236048672	2016-11-26 00:15:07	-79.1805546469338	43.498337094821	Toronto
